ano4,trimestre,jurisdiccion,subdominio,h1,h2,h2_1_1,h2_1_2,h2_1_3,h2_1_4,h4_1,h4_2,h4_3,h5,h5_1,h5_2,h5_3,h6,h6_1_1,h6_1_2,h6_1_3,h6_1_4,h6_1_5,h7,h8_a_0,h8_a_1,h8_a_2,h8_a_3,h8_b_0,h8_b_1,h8_b_2,h8_b_3,h9_1,h9_2,h11_0,h11_1,h11_2,h11_3,h11_4,h11_5,h11_6,h11_7,h11_8,h11_9,h11_10,h11_11,h11_12,h11_13
2011,3er trimestre,Buenos Aires,Bahía Blanca - Cerri,109425,114843,66505,36548,9471,2319,32246,1313,81284,69451,0,0,0,105398,40924,42741,12353,6921,2459,62407,14095,46938,1189,185,36676,22745,2986,0,6114,50964,50964,38086,20851,3478,894,744,0,194,0,0,0,257,0,508
...
