provinciaId,provincia,departamentoId,departamento,parentezco_jefe,parentezco_pareja,parentezco_hijo,parentezco_yerno,parentezco_nieto,parentezco_padre,parentezco_otros_familia,parentezco_otros_no_familia,parentezco_serv_domestico,parentezco_total,sexo_varon,sexo_mujer,sexo_total,pais_argentina,pais_otro,pais_total,lee_escribe_si,lee_escribe_no,lee_escribe_total,usa_pc_si,usa_pc_no,usa_pc_total,edad_0-4,edad_5-9,edad_10-14,edad_15-19,edad_20-24,edad_25-29,edad_30-34,edad_35-39,edad_40-44,edad_45-49,edad_50-54,edad_55-59,edad_60-64,edad_65-69,edad_70-74,edad_75-79,edad_80-84,edad_85-89,edad_90-94,edad_95-mas,edad_total,actividad_ocupado,actividad_desocupado,actividad_inactivo,actividad_total,escuela_asiste,escuela_asistio,escuela_nunca_asistio,escuela_total,educacion_inicial,educacion_primario,educacion_egb,educacion_secundario,educacion_polimodal,educacion_superior_no_univ,educacion_universitario,educacion_post_universitario,educacion_especial,educacion_total,educacion_completo_si,educacion_completo_no,educacion_completo_total
2,Ciudad de Buenos Aires,1,Comuna 1,84637,33887,50111,743,2626,2820,8460,5306,1059,189649,98097,107789,205886,154938,50948,205886,191626,6753,198379,127872,54442,182314,11669,10149,9913,11582,19494,21421,18893,15667,12899,12043,11991,10972,10069,8327,6437,5497,4512,2811,1173,367,205886,115106,5478,40224,160808,53886,141484,3009,198379,5878,42562,453,66566,730,18179,53395,7098,509,195370,103357,85626,188983
...
